Sexe;Age;Statut;Occupation;Qualification;Etudie;NombreFS;NombreE;Jardinage;Cuisine;Sport;MinutesTV;LectureBD;MinutesL;EcouteRP;JournalIntime;Taille;Flag_enfant
H;57;Marie;Exerce profession;Non concerne;Non;0;2;Oui;Oui;Non;25,71;Non;0,0;Non;Non;Comme il faut;1
H;29;Marie;Exerce profession;Autre;Non;2;0;Oui;Oui;Oui;120,0;Non;0,0;Non;Non;Comme il faut;0
F;47;Marie;Exerce profession;Employe de bureau;Non;2;2;Oui;Oui;Oui;120,0;Non;0,0;Non;Non;Pas assez;1
H;53;Marie;Exerce profession;Cadre;Non;0;2;Non;Non;Oui;0,0;Non;0,0;Non;Non;Comme il faut;1
H;23;Celibataire;Chomeur;Ouvrier qualifie;Non;2;0;Non;Non;Non;17,14;Non;0,0;Non;Non;Pas assez;0
H;44;Marie;Exerce profession;Ouvrier specialise;Non;7;1;Non;Oui;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
F;42;Marie;Exerce profession;Cadre;Non;8;2;Non;Oui;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
F;67;Divorce;Autre inactif;Non concerne;Non;1;3;Non;Non;Non;0,0;Non;0,0;Non;Non;Refus;1
F;25;Celibataire;Exerce profession;Employe de bureau;Reprise de formation;5;0;Non;Oui;Non;60,0;Non;0,0;Non;Non;Comme il faut;0
H;56;Marie;Exerce profession;Employe de bureau;Non;4;3;Non;Oui;Oui;60,0;Non;0,0;Non;Non;Pas assez;1
F;54;Marie;Exerce profession;Employe de bureau;Non;0;2;Non;Oui;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
H;44;Marie;Autre inactif;Non concerne;Non;7;6;Non;Non;Non;240,0;Non;42,86;Non;Non;Comme il faut;1
F;33;Celibataire;Exerce profession;Employe de bureau;Non;3;1;Non;Non;Non;0,0;Non;120,0;Non;Non;Comme il faut;1
F;25;Celibataire;Etudiant;Employe de bureau;Reprise de formation;1;0;Non;Oui;Oui;4,0;Non;0,0;Non;Non;Comme il faut;0
F;25;Celibataire;Exerce profession;Employe de bureau;Non;2;1;Oui;Oui;Oui;60,0;Non;0,0;Non;Oui;Trop;1
F;78;Veuf;Autre inactif;Employe de bureau;Non;2;2;Oui;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
H;43;Celibataire;Chomeur;Autre;Non;4;0;Oui;Non;Oui;180,0;Non;0,0;Oui;Non;Comme il faut;0
H;51;Marie;Exerce profession;Non concerne;Non;5;2;Non;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
F;30;Marie;Exerce profession;Technicien;Non;1;2;Oui;Oui;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
H;23;Celibataire;Exerce profession;Profession intermediaire;Non;1;0;Non;Non;Oui;17,14;Non;0,0;Non;Non;Pas assez;0
F;37;Celibataire;Autre inactif;Non concerne;Non;1;0;Non;Non;Non;300,0;Non;0,0;Non;Non;Comme il faut;0
F;69;Marie;Retraite;Employe de bureau;Non;0;4;Oui;Oui;Non;300,0;Non;0,0;Non;Oui;Pas assez;1
F;76;Marie;Autre inactif;Non concerne;Non;1;3;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;85;Veuf;Autre inactif;Technicien;Non;1;1;Oui;Non;Non;120,0;Non;0,0;Non;Non;Pas assez;1
F;56;Marie;Exerce profession;Profession intermediaire;Non;2;1;Non;Non;Non;0,0;Non;0,0;Non;Non;Pas assez;1
F;73;Celibataire;Retraite;Profession intermediaire;Non;3;0;Non;Oui;Non;60,0;Non;0,0;Non;Oui;Comme il faut;0
F;45;Marie;Exerce profession;Profession intermediaire;Non;2;0;Oui;Oui;Oui;60,0;Non;0,0;Non;Oui;Comme il faut;0
H;74;Celibataire;Retraite;Cadre;Non;1;0;Non;Non;Non;300,0;Non;0,0;Non;Non;Comme il faut;0
F;37;Celibataire;Exerce profession;Employe de bureau;Non;2;2;Non;Non;Non;240,0;Non;0,0;Non;Oui;Comme il faut;1
F;33;Celibataire;Exerce profession;Autre;Non;2;0;Non;Oui;Non;25,71;Non;8,57;Non;Oui;Pas assez;0
F;67;Marie;Retraite;Ouvrier qualifie;Non;8;0;Non;Oui;Non;540,0;Non;0,0;Non;Non;Pas assez;0
F;82;Marie;Au foyer;Non concerne;Non;2;2;Non;Oui;Non;420,0;Non;0,0;Non;Non;Pas assez;1
F;50;Marie;Autre inactif;Non concerne;Non;2;2;Non;Oui;Non;120,0;Non;0,0;Non;Non;Pas assez;1
F;36;Celibataire;Exerce profession;Autre;Non;2;1;Non;Oui;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
H;54;Marie;Exerce profession;Employe de bureau;Non;5;1;Oui;Oui;Oui;60,0;Non;0,0;Non;Oui;Comme il faut;1
H;20;Celibataire;Etudiant;Non concerne;formation initiale;2;0;Non;Non;Oui;17,14;Non;0,0;Non;Oui;Comme il faut;0
H;53;Celibataire;Exerce profession;Ouvrier qualifie;Non;4;0;Oui;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;0
H;35;Marie;Exerce profession;Technicien;Non;4;3;Non;Non;Oui;120,0;Non;0,0;Non;Non;Pas assez;1
F;44;Marie;Exerce profession;Employe de bureau;Non;13;4;Oui;Oui;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
H;18;Celibataire;Etudiant;Non concerne;formation initiale;2;0;Non;Non;Oui;180,0;Non;0,0;Non;Non;Comme il faut;0
F;59;Marie;Retraite;Employe de bureau;Non;1;2;Oui;Oui;Oui;120,0;Non;0,0;Non;Oui;Comme il faut;1
F;53;Marie;Exerce profession;Ouvrier qualifie;Non;13;2;Non;Non;Oui;60,0;Non;0,0;Non;Non;Comme il faut;1
F;55;Veuf;Exerce profession;Ouvrier specialise;Non;1;3;Oui;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;39;Celibataire;Exerce profession;Employe de bureau;Non;2;2;Non;Oui;Oui;60,0;Non;0,0;Non;Oui;Comme il faut;1
F;69;Marie;Retraite;Employe de bureau;Reprise de formation;1;2;Non;Non;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
F;21;Celibataire;Etudiant;Non concerne;formation initiale;1;0;Non;Oui;Oui;240,0;Non;0,0;Non;Oui;Comme il faut;0
H;62;Divorce;Retraite;Ouvrier specialise;Non;7;6;Oui;Oui;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
H;44;Marie;Exerce profession;Ouvrier qualifie;Non;2;1;Oui;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;36;Marie;Exerce profession;Employe de bureau;Non;2;2;Non;Non;Non;180,0;Non;0,0;Oui;Oui;Pas assez;1
H;51;Celibataire;Autre inactif;Cadre;Non;1;0;Non;Oui;Non;51,43;Non;0,0;Non;Non;Comme il faut;0
F;42;Divorce;Chomeur;Ouvrier qualifie;Non;2;1;Non;Oui;Oui;0,0;Non;0,0;Non;Oui;Comme il faut;1
H;73;Divorce;Retraite;Employe de bureau;Non;6;4;Non;Non;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
H;56;Marie;Exerce profession;Cadre;Non;1;3;Oui;Non;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
H;37;Divorce;Exerce profession;Ouvrier qualifie;Non;4;2;Non;Non;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
F;66;Veuf;Retraite;Employe de bureau;Non;13;2;Oui;Oui;Non;240,0;Non;0,0;Non;Oui;Comme il faut;1
F;46;Marie;Exerce profession;Ouvrier specialise;Non;2;0;Non;Oui;Non;360,0;Non;0,0;Non;Non;Pas assez;0
F;40;Marie;Chomeur;Employe de bureau;Non;5;0;Oui;Oui;Non;180,0;Non;0,0;Non;Non;Pas assez;0
F;55;Marie;Exerce profession;Employe de bureau;Non;4;2;Non;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;66;Marie;Retraite;Ouvrier qualifie;Non;4;0;Oui;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;0
F;43;Marie;Exerce profession;Non concerne;Non;2;2;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;36;Marie;Exerce profession;Ouvrier qualifie;Non;3;2;Oui;Non;Non;60,0;Non;0,0;Oui;Non;Pas assez;1
H;77;Marie;Retraite;Technicien;Non;0;1;Non;Oui;Oui;0,0;Non;0,0;Non;Oui;Comme il faut;1
F;29;Marie;Exerce profession;Employe de bureau;Non;2;0;Non;Non;Non;120,0;Non;0,0;Non;Oui;Comme il faut;0
H;41;Marie;Exerce profession;Profession intermediaire;Non;7;2;Oui;Oui;Non;300,0;Non;0,0;Non;Non;Pas assez;1
H;25;Divorce;Chomeur;Ouvrier specialise;Non;9;0;Non;Oui;Non;300,0;Non;0,0;Non;Non;Comme il faut;0
H;55;Marie;Exerce profession;Profession intermediaire;Non;1;1;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;80;Veuf;Retraite;Ouvrier specialise;Non;8;2;Non;Oui;Non;300,0;Non;0,0;Non;Non;Comme il faut;1
H;47;Celibataire;Exerce profession;Autre;Non;3;1;Oui;Oui;Non;85,71;Non;0,0;Non;Non;Comme il faut;1
H;45;Marie;Exerce profession;Ouvrier qualifie;Non;8;2;Non;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
H;21;Celibataire;Etudiant;Non concerne;formation initiale;6;0;Non;Non;Oui;120,0;Non;0,0;Non;Non;Pas assez;0
H;21;Celibataire;Etudiant;Non concerne;formation initiale;1;0;Non;Oui;Oui;25,71;Non;0,0;Non;Non;Comme il faut;0
H;47;Marie;Exerce profession;Employe de bureau;Non;6;2;Non;Non;Non;120,0;Non;0,0;Oui;Non;Comme il faut;1
F;34;Celibataire;Exerce profession;Employe de bureau;Non;2;0;Non;Oui;Oui;17,14;Non;0,0;Non;Non;Comme il faut;0
F;57;Marie;Exerce profession;Cadre;Non;2;4;Oui;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;42;Marie;Exerce profession;Employe de bureau;Non;2;3;Non;Oui;Non;180,0;Non;17,14;Non;Non;Comme il faut;1
F;54;Marie;Autre inactif;Employe de bureau;Non;7;5;Oui;Oui;Oui;180,0;Non;0,0;Non;Non;Pas assez;1
F;39;Marie;Exerce profession;Cadre;Non;5;1;Oui;Oui;Non;68,57;Oui;34,29;Non;Non;Comme il faut;1
F;42;Marie;Exerce profession;Employe de bureau;Non;2;0;Oui;Oui;Oui;240,0;Non;0,0;Non;Non;Trop;0
F;55;Marie;Autre inactif;Cadre;Non;1;1;Non;Oui;Non;60,0;Non;120,0;Non;Non;Comme il faut;1
F;52;Divorce;Exerce profession;Employe de bureau;Non;7;3;Non;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
H;72;Veuf;Retraite;Ouvrier qualifie;Non;5;4;Oui;Oui;Non;240,0;Non;0,0;Non;Oui;Comme il faut;1
F;46;Divorce;Exerce profession;Technicien;Non;1;2;Non;Non;Oui;0,0;Non;0,0;Non;Oui;Comme il faut;1
H;64;Marie;Au foyer;Non concerne;Non;1;2;Oui;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;37;Marie;Exerce profession;Employe de bureau;Non;1;1;Oui;Oui;Non;120,0;Non;0,0;Oui;Non;Comme il faut;1
F;74;Veuf;Retraite;Employe de bureau;Non;3;0;Oui;Non;Oui;180,0;Non;0,0;Non;Non;Comme il faut;0
F;74;Marie;Retraite;Ouvrier specialise;Non;1;2;Oui;Non;Non;300,0;Non;0,0;Non;Non;Comme il faut;1
F;54;Veuf;Exerce profession;Employe de bureau;Non;2;4;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;70;Marie;Retraite;Employe de bureau;Non;0;2;Non;Non;Non;240,0;Non;60,0;Non;Non;Comme il faut;1
F;47;Divorce;Chomeur;Employe de bureau;Non;1;3;Non;Non;Oui;360,0;Non;0,0;Non;Oui;Pas assez;1
H;44;Marie;Exerce profession;Ouvrier qualifie;Non;9;2;Oui;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;52;Marie;Exerce profession;Employe de bureau;Non;7;3;Oui;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;80;Veuf;Retraite;Employe de bureau;Non;4;1;Oui;Oui;Non;180,0;Non;0,0;Non;Non;Pas assez;1
H;49;Marie;Exerce profession;Non concerne;Non;2;3;Oui;Non;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
F;45;Marie;Exerce profession;Cadre;Non;3;3;Oui;Non;Oui;25,71;Non;0,0;Non;Oui;Comme il faut;1
F;26;Veuf;Exerce profession;Ouvrier specialise;Non;6;1;Non;Oui;Oui;120,0;Non;0,0;Non;Non;Pas assez;1
F;48;Marie;Autre inactif;Profession intermediaire;Non;3;3;Oui;Non;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
F;48;Marie;Exerce profession;Employe de bureau;Non;3;2;Non;Oui;Oui;60,0;Non;0,0;Non;Oui;Comme il faut;1
H;77;Marie;Retraite;Technicien;Non;1;1;Oui;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
H;61;Divorce;Retraite;Cadre;Non;2;3;Oui;Non;Non;120,0;Non;0,0;Non;Non;Pas assez;1
F;70;Marie;Retraite;Employe de bureau;Non;4;1;Non;Oui;Non;120,0;Non;240,0;Non;Non;Pas assez;1
F;29;Celibataire;Exerce profession;Non concerne;Non;2;0;Oui;Oui;Oui;2,0;Non;0,0;Non;Oui;Comme il faut;0
F;40;Divorce;Exerce profession;Employe de bureau;Non;5;0;Non;Oui;Non;180,0;Oui;128,57;Non;Oui;Pas assez;0
F;22;Celibataire;Etudiant;Non concerne;formation initiale;1;0;Non;Oui;Oui;120,0;Non;0,0;Non;Oui;Comme il faut;0
H;46;Divorce;Exerce profession;Technicien;Non;5;3;Non;Oui;Non;42,86;Non;0,0;Non;Non;Comme il faut;1
H;49;Marie;Exerce profession;Cadre;Non;1;2;Oui;Non;Non;68,57;Non;0,0;Non;Non;Comme il faut;1
F;52;Marie;Autre inactif;Employe de bureau;Non;1;2;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;71;Veuf;Retraite;Cadre;Non;3;5;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;49;Celibataire;Exerce profession;Employe de bureau;Non;4;1;Non;Non;Oui;12,0;Non;0,0;Oui;Oui;Comme il faut;1
F;40;Celibataire;Exerce profession;Cadre;Non;3;2;Oui;Non;Non;120,0;Non;0,0;Non;Oui;Pas assez;1
F;45;Marie;Autre inactif;Non concerne;Non;7;3;Non;Oui;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
F;30;Marie;Exerce profession;Cadre;Non;2;2;Non;Oui;Non;17,14;Non;0,0;Non;Oui;Comme il faut;1
F;24;Celibataire;Exerce profession;Employe de bureau;Non;1;1;Oui;Oui;Non;60,0;Non;0,0;Non;Non;Pas assez;1
F;20;Celibataire;Chomeur;Non concerne;Non;5;1;Non;Non;Non;420,0;Non;0,0;Non;Non;Trop;1
H;45;Marie;Exerce profession;Employe de bureau;Non;1;2;Oui;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
F;60;Marie;Autre inactif;Cadre;Non;5;4;Non;Non;Non;25,71;Non;60,0;Non;Non;Comme il faut;1
F;58;Marie;Exerce profession;Autre;Non;7;2;Oui;Oui;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
F;53;Marie;Chomeur;Employe de bureau;Non;7;2;Oui;Oui;Non;60,0;Non;0,0;Non;Non;Pas assez;1
H;66;Marie;Retraite;Non concerne;Non;4;0;Non;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;0
F;75;Veuf;Retraite;Ouvrier specialise;Non;1;3;Non;Non;Non;720,0;Non;0,0;Non;Non;Comme il faut;1
H;45;Marie;Chomeur;Ouvrier specialise;Non;7;4;Oui;Non;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
H;87;Marie;Retraite;Cadre;Non;3;2;Oui;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;70;Marie;Autre inactif;Non concerne;Non;6;6;Oui;Oui;Non;300,0;Non;0,0;Non;Non;Comme il faut;1
F;48;Marie;Exerce profession;Cadre;Non;5;2;Oui;Oui;Oui;180,0;Oui;34,29;Non;Non;Comme il faut;1
F;52;Divorce;Exerce profession;Employe de bureau;Non;3;2;Non;Non;Oui;60,0;Non;0,0;Non;Non;Comme il faut;1
H;28;Celibataire;Exerce profession;Ouvrier qualifie;Non;2;2;Oui;Oui;Oui;60,0;Non;0,0;Non;Non;Comme il faut;1
H;46;Marie;Exerce profession;Profession intermediaire;Non;3;3;Oui;Oui;Non;300,0;Non;0,0;Non;Non;Pas assez;1
H;65;Marie;Retraite;Cadre;Non;2;2;Oui;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;34;Marie;Exerce profession;Employe de bureau;Non;1;2;Oui;Non;Non;60,0;Non;0,0;Non;Non;Pas assez;1
H;36;Marie;Exerce profession;Ouvrier qualifie;Non;4;2;Non;Non;Oui;60,0;Non;0,0;Non;Non;Pas assez;1
F;46;Divorce;Exerce profession;Non concerne;Non;3;2;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;25;Celibataire;Chomeur;Non concerne;Non;6;0;Non;Non;Oui;17,14;Non;0,0;Non;Non;Pas assez;0
H;42;Marie;Exerce profession;Cadre;Non;1;1;Oui;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;38;Marie;Chomeur;Employe de bureau;Non;1;2;Oui;Oui;Non;300,0;Oui;120,0;Non;Oui;Trop;1
H;36;Celibataire;Exerce profession;Cadre;Non;1;0;Oui;Oui;Oui;60,0;Non;0,0;Non;Non;Comme il faut;0
F;50;Divorce;Exerce profession;Employe de bureau;Non;2;2;Non;Non;Non;360,0;Non;25,71;Non;Non;Comme il faut;1
H;57;Marie;Exerce profession;Profession intermediaire;Non;3;2;Oui;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
H;49;Marie;Exerce profession;Non concerne;Non;4;1;Non;Non;Non;180,0;Non;0,0;Non;Non;Pas assez;1
F;73;Veuf;Autre inactif;Cadre;Non;1;3;Non;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;48;Marie;Autre inactif;Employe de bureau;Non;9;4;Oui;Non;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
F;55;Marie;Retraite;Autre;Non;6;2;Non;Non;Non;0,0;Non;120,0;Non;Non;Pas assez;1
F;18;Celibataire;Etudiant;Non concerne;formation initiale;4;0;Non;Non;Non;60,0;Non;0,0;Non;Non;Trop;0
H;59;Marie;Exerce profession;Ouvrier qualifie;Non;6;1;Oui;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
F;50;Marie;Etudiant;Non concerne;Reprise de formation;0;3;Non;Non;Oui;120,0;Non;0,0;Non;Oui;Comme il faut;1
H;38;Celibataire;Exerce profession;Employe de bureau;Non;2;0;Non;Oui;Oui;120,0;Non;0,0;Non;Non;Pas assez;0
H;55;Marie;Exerce profession;Ouvrier qualifie;Non;8;2;Non;Non;Non;180,0;Non;0,0;Non;Non;Pas assez;1
F;79;Marie;Retraite;Ouvrier qualifie;Non;7;5;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
H;61;Celibataire;Retraite;Technicien;Non;1;0;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;0
H;76;Marie;Retraite;Ouvrier qualifie;Non;3;0;Non;Non;Non;300,0;Non;17,14;Non;Non;Comme il faut;0
F;30;Celibataire;Chomeur;Employe de bureau;Non;4;1;Non;Oui;Non;120,0;Non;0,0;Non;Oui;Comme il faut;1
H;21;Celibataire;Etudiant;Non concerne;formation initiale;1;0;Oui;Oui;Non;34,29;Non;0,0;Non;Non;Comme il faut;0
F;57;Marie;Autre inactif;Ouvrier qualifie;Non;5;5;Non;Oui;Non;360,0;Non;0,0;Non;Non;Pas assez;1
F;38;Divorce;Exerce profession;Employe de bureau;Non;1;4;Non;Oui;Non;42,86;Non;0,0;Non;Oui;Pas assez;1
F;39;Marie;Autre inactif;Non concerne;Non;7;3;Non;Oui;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
F;49;Marie;Exerce profession;Employe de bureau;Non;0;3;Oui;Oui;Oui;60,0;Non;0,0;Non;Oui;Comme il faut;1
F;22;Celibataire;Exerce profession;Technicien;formation initiale;2;0;Non;Non;Oui;180,0;Non;0,0;Non;Oui;Pas assez;0
H;47;Marie;Exerce profession;Ouvrier qualifie;Non;5;4;Oui;Non;Oui;180,0;Non;0,0;Non;Non;Pas assez;1
F;24;Celibataire;Chomeur;Employe de bureau;Non;0;0;Non;Oui;Non;360,0;Non;0,0;Oui;Oui;Pas assez;0
H;60;Marie;Retraite;Technicien;Non;2;2;Oui;Non;Oui;60,0;Non;0,0;Non;Oui;Comme il faut;1
F;54;Marie;Exerce profession;Autre;Non;3;3;Oui;Non;Non;120,0;Non;0,0;Non;Oui;Comme il faut;1
H;48;Marie;Exerce profession;Profession intermediaire;Non;5;1;Non;Oui;Non;180,0;Non;0,0;Non;Non;Pas assez;1
F;58;Veuf;Autre inactif;Autre;Non;7;4;Non;Oui;Non;300,0;Non;0,0;Non;Non;Pas assez;1
F;42;Marie;Autre inactif;Ouvrier qualifie;Non;0;2;Non;Oui;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
F;30;Celibataire;Exerce profession;Employe de bureau;Non;1;0;Non;Oui;Oui;300,0;Non;0,0;Non;Non;Comme il faut;0
F;82;Divorce;Retraite;Employe de bureau;Non;6;1;Non;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
F;77;Marie;Retraite;Employe de bureau;Non;2;4;Non;Non;Oui;0,0;Non;0,0;Non;Non;Pas assez;1
H;70;Marie;Retraite;Cadre;Non;1;3;Non;Non;Non;240,0;Non;0,0;Non;Non;Pas assez;1
F;50;Marie;Exerce profession;Non concerne;Non;2;5;Non;Oui;Non;180,0;Non;0,0;Non;Oui;Comme il faut;1
H;35;Marie;Exerce profession;Profession intermediaire;Non;1;2;Non;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
H;53;Veuf;Autre inactif;Ouvrier specialise;Non;7;0;Non;Non;Non;240,0;Non;0,0;Non;Non;Comme il faut;0
H;53;Marie;Exerce profession;Ouvrier specialise;Non;10;5;Non;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
H;43;Marie;Exerce profession;Ouvrier qualifie;Non;0;2;Oui;Non;Oui;120,0;Non;0,0;Non;Non;Pas assez;1
F;47;Marie;Exerce profession;Employe de bureau;Non;2;2;Oui;Non;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
H;68;Marie;Retraite;Ouvrier qualifie;Non;3;2;Oui;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
H;42;Divorce;Exerce profession;Ouvrier specialise;Non;3;2;Oui;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
H;32;Marie;Exerce profession;Ouvrier qualifie;Non;3;2;Oui;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
F;59;Divorce;Exerce profession;Ouvrier specialise;Non;1;3;Oui;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
H;51;Marie;Exerce profession;Ouvrier qualifie;Non;3;2;Non;Non;Oui;0,0;Non;0,0;Non;Non;Comme il faut;1
F;46;Divorce;Exerce profession;Employe de bureau;Non;4;2;Non;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
H;45;Marie;Exerce profession;Cadre;Non;3;2;Oui;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;29;Marie;Chomeur;Ouvrier specialise;Non;7;0;Non;Oui;Oui;960,0;Non;0,0;Non;Non;Comme il faut;0
H;31;Celibataire;Chomeur;Technicien;Non;3;0;Non;Non;Oui;120,0;Non;60,0;Non;Non;Comme il faut;0
H;34;Marie;Exerce profession;Ouvrier specialise;Non;4;1;Non;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;67;Marie;Retraite;Cadre;Non;0;1;Oui;Oui;Non;360,0;Non;0,0;Non;Non;Pas assez;1
H;71;Veuf;Retraite;Ouvrier qualifie;Non;1;3;Non;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
H;45;Marie;Exerce profession;Non concerne;Non;2;1;Non;Oui;Oui;120,0;Non;0,0;Non;Non;Pas assez;1
F;32;Marie;Chomeur;Ouvrier specialise;Non;6;2;Non;Oui;Non;360,0;Non;0,0;Non;Non;Pas assez;1
F;28;Celibataire;Exerce profession;Ouvrier specialise;Non;2;0;Oui;Non;Oui;180,0;Non;0,0;Non;Non;Comme il faut;0
H;47;Marie;Exerce profession;Employe de bureau;Non;2;4;Oui;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;25;Celibataire;Exerce profession;Profession intermediaire;Non;1;0;Non;Oui;Non;120,0;Non;0,0;Non;Oui;Comme il faut;0
F;50;Divorce;Exerce profession;Technicien;Non;1;1;Oui;Non;Non;60,0;Non;0,0;Non;Oui;Pas assez;1
H;50;Marie;Exerce profession;Employe de bureau;Non;3;4;Oui;Non;Non;17,14;Non;0,0;Non;Non;Comme il faut;1
F;65;Marie;Autre inactif;Non concerne;Non;3;5;Oui;Oui;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
H;82;Marie;Retraite;Ouvrier specialise;Non;5;1;Non;Non;Non;0,0;Non;0,0;Non;Non;Pas assez;1
F;45;Marie;Exerce profession;Employe de bureau;Non;1;1;Non;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;65;Marie;Au foyer;Non concerne;Non;4;2;Oui;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;54;Divorce;Exerce profession;Cadre;Non;2;2;Oui;Oui;Oui;42,86;Non;120,0;Non;Oui;Pas assez;1
H;48;Marie;Exerce profession;Profession intermediaire;Non;1;1;Oui;Non;Oui;180,0;Non;120,0;Non;Non;Pas assez;1
F;29;Marie;Exerce profession;Technicien;Non;1;2;Non;Non;Non;360,0;Non;0,0;Non;Non;Comme il faut;1
H;64;Marie;Au foyer;Non concerne;Non;4;3;Oui;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
F;51;Marie;Exerce profession;Non concerne;Non;5;2;Oui;Oui;Oui;60,0;Non;25,71;Non;Non;Comme il faut;1
F;57;Marie;Retraite;Cadre;Non;1;2;Oui;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;47;Marie;Autre inactif;Ouvrier specialise;Non;5;2;Non;Oui;Non;0,0;Non;0,0;Non;Non;Pas assez;1
H;51;Marie;Exerce profession;Ouvrier qualifie;Non;5;2;Oui;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
H;69;Marie;Au foyer;Non concerne;Non;4;3;Oui;Non;Oui;0,0;Non;0,0;Non;Non;Comme il faut;1
F;55;Marie;Autre inactif;Employe de bureau;Non;3;3;Non;Oui;Oui;240,0;Non;0,0;Non;Non;Comme il faut;1
F;55;Marie;Exerce profession;Employe de bureau;Non;1;2;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Pas assez;1
H;71;Marie;Retraite;Profession intermediaire;Non;1;3;Oui;Non;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
H;73;Marie;Retraite;Ouvrier qualifie;Non;0;2;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
H;40;Celibataire;Exerce profession;Cadre;Non;4;1;Non;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
H;48;Marie;Exerce profession;Cadre;Non;1;1;Oui;Non;Oui;0,0;Non;0,0;Non;Non;Comme il faut;1
